headline,date,doc_type,material_type,section,keywords
"Melanie Sylvan,  Joshua Sachs",2015-08-16,article,News,,['Weddings and Engagements']
"Kathryn Newman,  David Reid III",2015-08-16,article,News,,['Weddings and Engagements']
"Jasmine Marcus,  Jonathan Jaques",2015-08-16,article,News,,['Weddings and Engagements']
"Jennifer Rego, Kenneth Mundie",2015-08-16,article,News,,['Weddings and Engagements']
"Sean Cuddihy,  Luis Urbina",2015-08-16,article,News,,['Weddings and Engagements']
"Sarah Kaufman, Scott Aiese",2015-08-16,article,News,,['Weddings and Engagements']
"Rebecca Klein,  Zachary Rubenstein",2015-08-16,article,News,,['Weddings and Engagements']
"Molly Steenson, Simon King",2015-08-16,article,News,,['Weddings and Engagements']
Michael Sucsy and Demitri Sgourakis,2015-08-16,article,News,,['Weddings and Engagements']
"Katherine O’Neill,  Brian Rouch",2015-08-16,article,News,,['Weddings and Engagements']
"Amanda Soled, Jeremy Blechman",2015-08-16,article,News,,['Weddings and Engagements']
"Laura Vincent,  Ryan Smith",2015-08-16,article,News,,['Weddings and Engagements']
"Caroline Gordy, Edward McHugh IV",2015-08-16,article,News,,['Weddings and Engagements']
Tarak Patel and Joseph Swimmer: Calling Columbus: Picture This Union,2015-08-16,article,News,,['Weddings and Engagements']
Shana Pettinato and Michael Ricchiuto,2015-08-16,article,News,,['Weddings and Engagements']
"Ashley Nummer and Andrew Ladner: One Cooks, the Other Doesn’t",2015-08-16,article,News,,['Weddings and Engagements']
"Sarina Khiatani, Vishaal Bhuyan",2015-08-16,article,News,,['Weddings and Engagements']
"Brigid Abraham,  Michael Hensley",2015-08-16,article,News,,['Weddings and Engagements']
"Emma Katzka, David Gutman",2015-08-16,article,News,,['Weddings and Engagements']
"Sydney Ember, Michael Bechek",2015-08-16,article,News,,['Weddings and Engagements']
"Lindsay Roberts, Noah Schneider",2015-08-16,article,News,,['Weddings and Engagements']
Allison Ostrow and Gregory Sills,2015-08-16,article,News,,['Weddings and Engagements']
"Alice Johnson, Mark Thomson",2015-08-16,article,News,,['Weddings and Engagements']
Anne Levine and Michael Hill: Riding the (Radio) Waves,2015-08-16,article,News,,['Weddings and Engagements']
"A Taste of October, Disappointment Included, for the Mets",2015-08-16,article,News,,['Baseball']
Blending Tech Workers and Locals in San Francisco’s Troubled Mid-Market,2015-08-16,article,News,,"['Computers and the Internet', 'Entrepreneurship', 'Income Inequality', 'Poverty', 'Homeless Persons', 'Labor and Jobs', 'Historic Buildings and Sites', 'Real Estate and Housing (Residential)', 'Income']"
"Quotation of the Day for Sunday, August 16, 2015",2015-08-16,article,Quote,,[]
"Corrections: August 16, 2015",2015-08-16,article,News,,[]
"Julian Bond, Charismatic Civil Rights Leader, Dies at 75",2015-08-16,article,Obituary (Obit),,"['Blacks', 'Black People', 'Civil Rights Movement (1954-68)', 'Deaths (Obituaries)']"
If She Can Make It There (Europe) She’ll Make It Anywhere (College). Right?,2015-08-16,article,News,,[]
"Amid Perilous Mediterranean Crossings, Migrants Find a Relatively Easy Path to Greece",2015-08-16,article,News,,"['Middle East and Africa Migrant Crisis', 'Refugees and Displaced Persons', 'Smuggling']"
Your Weekend Briefing,2015-08-16,article,News,,"['Presidential Election of 2016', 'Surveillance of Citizens by Government']"
Exclusion of Blacks From Juries Raises Renewed Scrutiny,2015-08-16,article,News,,"['Jury System', 'Blacks', 'Black People', 'Discrimination']"
When Vegans Won’t Compromise,2015-08-16,article,News,,"['Animal Abuse, Rights and Welfare', 'Diet and Nutrition', 'Factory Farming', 'Meat', 'Veganism']"
"Hamid Gul, 78, Dies; Backed Militants in Leading Pakistan Spy Agency",2015-08-16,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Espionage and Intelligence Services', 'Afghanistan War (2001-14)']"
Provincial Minister in Pakistan Is Killed in Suicide Bombing,2015-08-16,article,News,,"['Bombs and Explosives', 'Terrorism']"
Indonesian Plane Carrying 54 Is Declared Missing in Papua,2015-08-16,article,News,,"['Aviation Accidents, Safety and Disasters']"
1915: M. Venizelos Scores Triumph in Greek Chamber Election,2015-08-16,article,News,,['Elections']
"Remembering Julian Bond, a Champion for Civil Rights",2015-08-16,multimedia,Slideshow,,['Civil Rights and Liberties']
"Remembering Julian Bond, a Champion for Civil Rights",2015-08-16,multimedia,Slideshow,,['Civil Rights and Liberties']
Government Airstrikes on Market in Syria Kill More Than 80,2015-08-16,article,News,,"['Defense and Military Forces', 'War and Revolution']"
Migrants Find an Unbridled Route to Greece,2015-08-16,multimedia,Slideshow,,"['Refugees and Displaced Persons', 'Middle East and Africa Migrant Crisis']"
Migrants Find an Unbridled Route to Greece,2015-08-16,multimedia,Slideshow,,['Refugees and Displaced Persons']
"John Scott, Organist and Choirmaster in London and New York, Dies at 59",2015-08-16,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Classical Music']"
"Priced Out of Brooklyn, a Sculptor Seeks a New Studio to Rent",2015-08-16,article,News,,"['Art', 'Real Estate and Housing (Residential)', 'Renting and Leasing (Real Estate)', 'Sculpture']"
Champion of Gardens in New York Savors a Lush Victory Lap,2015-08-16,article,News,,"['Gardens and Gardening', 'Photography', 'Books and Literature']"
Messes Pile Up for de Blasio in 2nd Year,2015-08-16,article,News,,['Polls and Public Opinion']
What’s On TV Sunday,2015-08-16,article,Schedule,,['Television']
‘Hannibal’ Recap: Caught Between Two Gods,2015-08-16,article,News,,['Television']
One Dead in Crash of Small Plane on Long Island,2015-08-16,article,News,,"['Aviation Accidents, Safety and Disasters', 'Deaths (Fatalities)']"
‘Straight Outta Compton’ Tops Box Office,2015-08-16,article,News,,"['ADVERTISING AND MARKETING', 'Movies', 'Rap and Hip-Hop']"
Scenes From the Iowa State Fair,2015-08-16,multimedia,Video,,"['Presidential Election of 2016', 'State and County Fairs']"
1965: U.S. Drops Effort to make Russia Pay UN Debts,2015-08-16,article,News,,"['Credit and Debt', 'International Relations']"
Obama Administration Warns Beijing About Covert Agents Operating in U.S.,2015-08-16,article,News,,"['Espionage and Intelligence Services', 'Fugitives', 'United States International Relations']"
Donald Trump Releases Plan to Combat Illegal Immigration,2015-08-16,article,News,,"['Presidential Election of 2016', 'Illegal Immigration']"
"Yankees Fall to Blue Jays, Tightening A.L. East Race Again",2015-08-16,article,News,,['Baseball']
Review: Lars Vogt Presents Late-Career Beethoven and Schubert at Mostly Mozart,2015-08-16,article,Review,,"['Music', 'Mostly Mozart Festival', 'Classical Music']"
"Review: Erasing Borders Festival of Indian Dance, a Showcase of Dizzying Movement",2015-08-16,article,Review,,['Dancing']
An Ex-Player at the Center of the N.F.L. Concussion Settlement Dispute,2015-08-16,article,News,,"['Football', 'Concussions', 'Chronic Traumatic Encephalopathy', 'Suits and Litigation (Civil)']"
Review: Emery LeCrone Dance and Amy Seiwert’s Imagery Balance Elements,2015-08-16,article,Review,,['Dancing']
New Dr. Dre Album Serves as a Test for Apple Music,2015-08-16,article,News,,"['Audio Recordings, Downloads and Streaming', 'Music', 'Rap and Hip-Hop']"
Review: Lynn Nottage’s ‘Sweat’ Examines Lives Unraveling by Industry’s Demise,2015-08-16,article,Review,,"['Theater', 'Oregon Shakespeare Festival']"
On China’s Economy,2015-08-16,article,Op-Ed,,['Economic Conditions and Trends']
"Janelle Monáe, and Other Wondaland Artists, Step Back in Time at the Highline Ballroom",2015-08-16,article,News,,['Music']
"Lucia Berlin’s Roving, Rowdy Life Is Reflected in a Book of Her Stories",2015-08-16,article,News,,"['Books and Literature', 'Writing and Writers']"
"Review: In Susan Barker’s ‘The Incarnations,’ Lives of Despair (Past and Present) in China",2015-08-16,article,Review,,['Books and Literature']
Catch Charlie Barnett and Other Rising Stand-Up Stars Who Never Hit the Top,2015-08-16,article,News,,['Comedy and Humor']
Marc Quinn’s ‘The Toxic Sublime’ Shows a Provocateur and Social Observer,2015-08-16,article,News,,['Art']
Review: ‘Detectorists’ on BBC and Acorntv Hope to Unearth a Fortune,2015-08-16,article,Review,,['Television']
Bits of Textspeak,2015-08-16,article,News,,['Crossword Puzzles']
A Concert Honoring Abe Lebewohl,2015-08-16,article,News,,"['ANTI-SEMITISM', 'Music']"
"With High-Profile Help, Obama Plots Life After Presidency",2015-08-16,article,News,,"['Presidents and Presidency (US)', 'Libraries and Librarians', 'Philanthropy', 'United States Politics and Government']"
Ambiguity Shrouds the Case of a Missing Israeli of Ethiopian Descent,2015-08-16,article,News,,"['Missing Persons', 'Palestinians']"
Merkel Seeks to Head Off Opposition to Greek Bailout,2015-08-16,article,News,,['European Sovereign Debt Crisis (2010- )']
Treasury Auctions Set for the Week of Aug. 17,2015-08-16,article,News,,"['Municipal Bonds', 'Stocks and Bonds', 'Tax Credits, Deductions and Exemptions']"
Collision of 2 Small Planes Near a San Diego Airport Kills 4,2015-08-16,article,News,,"['Aviation Accidents, Safety and Disasters']"
Jason Day Wins P.G.A. Championship in a Record-Shattering Breakthrough,2015-08-16,article,News,,"['Golf', 'PGA Championship']"
Bobby Parnell and Mets Stumble as Pirates Complete Sweep,2015-08-16,article,News,,['Baseball']
"After Delicate Negotiations, U.S. Says It Will Pull Patriot Missiles From Turkey",2015-08-16,article,News,,"['Missiles and Missile Defense Systems', 'United States Defense and Military Forces', 'United States International Relations']"
"Racial Wealth Gap Persists Despite Degree, Study Says",2015-08-16,article,News,,"['Colleges and Universities', 'Race and Ethnicity', 'Blacks', 'Black People', 'Hispanic-Americans', 'Income Inequality', 'Student Loans', 'Discrimination', 'Research', 'Minorities', 'Asian-Americans']"
Q. and A.: Qiu Xiaolong on His Novel ‘Shanghai Redemption’,2015-08-17,article,News,,"['Corruption (Institutional)', 'Cultural Revolution', 'Police']"
‘The Mindy Project’ Is Revived on Hulu; CBS News Makes News,2015-08-17,article,News,,"['Television', 'Video Recordings, Downloads and Streaming', 'Web-Original Programming']"
Finding Their Rhythm After Improvising,2015-08-17,article,News,,"['Series', 'Dating and Relationships', 'Dancing', 'Music']"
Rivalry Is Renewed for Soccer Final in West Bank as Restrictions Are Eased ,2015-08-17,article,News,,"['Soccer', 'Palestinians']"
"Without Release of Video, Police Shooting of White Driver Gets Less Publicity",2015-08-17,article,News,,"['Police Brutality, Misconduct and Shootings', 'Race and Ethnicity', 'Blacks', 'Black People', 'Video Recordings, Downloads and Streaming']"
Protests Across Brazil Raise Pressure on President Dilma Rousseff,2015-08-17,article,News,,"['Demonstrations, Protests and Riots']"
Order to Clean Towers Strains Crews Amid Legionnaires’ Outbreak in Bronx  ,2015-08-17,article,News,,"[""Legionnaires' Disease"", 'Bacteria', 'Air Conditioning', 'Cleaning Services']"
En Garde Arts To Produce Theater Festival,2015-08-17,article,News,,[]
Colorado Spill Heightens Debate Over Future of Old Mines ,2015-08-17,article,News,,"['Water Pollution', 'Hazardous and Toxic Substances', 'Mines and Mining', 'Waste Materials and Disposal', 'Accidents and Safety', 'Superfund', 'Environment']"
"Comeback Hopes Dim for Mahinda Rajapaksa, Sri Lanka’s Ex-President",2015-08-17,article,News,,['Elections']
"U.S. Women’s Soccer Team, Recently Crowned Champion, Visits a Football Palace",2015-08-17,article,News,,"['Soccer', ""Women's World Cup (Soccer)""]"
Japan Says Its Economy Contracted in Second Quarter,2015-08-17,article,News,,"['Economic Conditions and Trends', 'Deflation (Economics)', 'Recession and Depression', 'International Trade and World Market', 'Consumer Behavior']"
Air Traffic Control Problem Delays Hundreds of U.S. Flights,2015-08-17,article,News,,"['Delays (Transportation)', 'AIRPORTS', 'AIR TRAFFIC CONTROL']"
"In the End, Jordan Spieth Is Resilient, but Also Resigned",2015-08-17,article,News,,"['Golf', 'PGA Championship']"
"Where Clicks Reign, Audience Is King",2015-08-17,article,News,,"['News and News Media', 'Social Media', 'Computers and the Internet', 'ADVERTISING AND MARKETING', 'Social Conditions and Trends']"
Relative of Morgan Freeman Is Stabbed to Death in Manhattan,2015-08-17,article,News,,"['Murders, Attempted Murders and Homicides']"
"For Mets, an Inferior Record, and an Enviable Position",2015-08-17,article,News,,"['Baseball', 'Playoff Games']"
Luis Severino Is as Hard to Read as His Fastball Is to Hit,2015-08-17,article,News,,['Baseball']
"In St. Francis’ Hometown, a New Kind of Pilgrim",2015-08-17,article,News,,"['Travel and Vacations', 'Pilgrimages', 'Luxury Goods and Services']"
"Retailer Earnings, Fed Minutes and Greek Debt",2015-08-17,article,News,,"['Company Reports', 'Shopping and Retail', 'Consumer Price Index']"
‘Masters of Sex’ Recap: Do You Believe in the Romance That Is Bill and Virginia?,2015-08-17,article,News,,['Television']
Protesters Gather in Rio de Janeiro,2015-08-17,multimedia,Video,,[]
National Sawdust Announces Inaugural Season Lineup,2015-08-17,article,News,,[]
Chloë Grace Moretz’s Snake-Themed Gucci Look,2015-08-17,article,News,,[]
A Countryside Outpost That Preserves the Vintage Charm of Sweden,2015-08-17,article,News,,['Cakes']
Sofia Coppola Interviews the Sisters Behind Her Favorite New Film,2015-08-17,article,News,,"['Movies', 'Cannes International Film Festival', 'Agriculture and Farming', 'Honey', 'ACTORS AND ACTRESSES']"
Tropical Motifs Come Out of Retirement,2015-08-17,article,News,,['Interior Design and Furnishings']
A Woman’s Tweed,2015-08-17,article,News,,['Fashion and Apparel']
Word of the Day + Quiz | exorcise,2015-08-17,article,News,,['English Language']
What’s On TV Monday,2015-08-17,article,Schedule,,['Television']
Stevie Wonder to Play Pop-Up Concert Tonight in Central Park,2015-08-17,article,News,,"['Central Park Summerstage', 'Music']"
"Quotation of the Day for Monday, August 17, 2015",2015-08-17,article,Quote,,[]
War Movie Posters Mocked for the Mao Who Wasn’t There,2015-08-17,article,News,,"['Movies', 'World War II (1939-45)']"
"Corrections: August 17, 2015",2015-08-17,article,News,,[]
A South Bronx Graffiti Walkabout,2015-08-17,article,News,,"['Art', 'Graffiti', 'Photography']"
Student Crossword | Archaeology,2015-08-17,article,News,,['Crossword Puzzles']
Job Inequality for Latinos in New York,2015-08-17,article,Letter,,"['Labor and Jobs', 'Hispanic-Americans']"
Remarried Catholics,2015-08-17,article,Letter,,"['Divorce, Separations and Annulments', 'Marriages']"
Louisiana’s Post-Katrina Rebuilding,2015-08-17,article,Letter,,"['Hurricane Katrina (2005)', 'Coast Erosion']"
The Problem With House Prices,2015-08-17,article,Editorial,,"['Editorials', 'Real Estate and Housing (Residential)', 'Income Inequality', 'Subprime Mortgage Crisis', 'Banking and Financial Institutions', 'Foreclosures', 'United States Economy', 'Mortgages']"
Build a New Hudson River Tunnel,2015-08-17,article,Editorial,,"['Editorials', 'Railroads', 'Transit Systems', 'Hudson River Tunnels Project', 'Bridges and Tunnels']"
Republicans Against Retirement,2015-08-17,article,Op-Ed,,"['Presidential Election of 2016', 'Social Security (US)', 'Income Inequality', 'United States Politics and Government', 'High Net Worth Individuals', 'Campaign Finance', 'Primaries and Caucuses', 'Polls and Public Opinion']"
Aid for Mentally Ill People,2015-08-17,article,Letter,,['Mental Health and Disorders']
How to Help the Middle Class,2015-08-17,article,Letter,,"['Income Inequality', 'Capitalism (Theory and Philosophy)']"
Robot Weapons: What’s the Harm?,2015-08-17,article,Op-Ed,,"['Defense and Military Forces', 'Artificial Intelligence', 'Drones (Pilotless Planes)', 'ARMS CONTROL AND LIMITATION AND DISARMAMENT', 'Robots and Robotics', 'Civilian Casualties']"
Citizens Bank Shortchanged Depositors,2015-08-17,article,Editorial,,"['Editorials', 'Banking and Financial Institutions', 'Consumer Protection', 'Frauds and Swindling']"
Activists ‘Feel the Bern?’,2015-08-17,article,Op-Ed,,"['Blacks', 'Black People', 'Presidential Election of 2016', 'Demonstrations, Protests and Riots', 'Civil Rights Movement (1954-68)', 'Discrimination', 'Race and Ethnicity', 'Polls and Public Opinion']"
Indonesians Find Plane and 54 Bodies Days After Crash,2015-08-17,article,News,,"['Aviation Accidents, Safety and Disasters']"
"Cargill to Acquire EWOS, Norwegian Fish Feed Supplier, for $1.5 Billion",2015-08-17,article,News,,"['Mergers, Acquisitions and Divestitures', 'Fish Farming', 'Salmon', 'Private Equity']"
‘She Saved His Life’: Readers Respond to the Healing Powers of Animals,2015-08-17,multimedia,Interactive Feature,,"['Mental Health and Disorders', 'ANIMALS']"
"At Home in London, Girls Chose ISIS",2015-08-17,multimedia,Video,,"['Women and Girls', 'Muslims and Islam']"
News Q’s | Young Couple From Mississippi Thwarted in Attempt to Join ISIS,2015-08-17,article,News,,[]
Mario Vargas Llosa’s ‘Notes on the Death of Culture’,2015-08-17,article,Review,,['Books and Literature']
Data-Crunching Is Coming to Help Your Boss Manage Your Time,2015-08-17,article,News,,"['Productivity', 'Workplace Environment', 'Work-Life Balance', 'Working Hours', 'Data-Mining and Database Marketing', 'Human Resources', 'Executives and Management (Theory)']"
Parma’s Rebirth Rests on a Ragged Pitch,2015-08-17,article,News,,"['Soccer', 'Credit and Debt']"
"‘NeuroTribes,’ by Steve Silberman",2015-08-17,article,Review,,"['Books and Literature', 'Autism']"
Bernie Sanders Has Heard About That Hashtag,2015-08-17,article,News,,['Presidential Election of 2016']
Quiz: Test Your Airport Knowledge,2015-08-17,multimedia,Interactive Feature,,"['AIRPORTS', 'Travel and Vacations']"
How One Airline Ticket Can Equal Two Seats,2015-08-17,article,News,,"['Travel and Vacations', 'AIRLINES AND AIRPLANES']"
"Foundation of an Empire: Modest Queens Homes, Built by Donald Trump’s Father",2015-08-17,article,News,,"['Real Estate and Housing (Residential)', 'Presidential Election of 2016']"
"The Local Airport, by Any Other Name",2015-08-17,article,News,,"['AIRPORTS', 'Names, Organizational', 'Names, Geographical', 'ADVERTISING AND MARKETING', 'Search Engines']"
Jihad and Girl Power: How ISIS Lured 3 London Girls,2015-08-17,article,News,,"['Women and Girls', 'Muslims and Islam', 'Series']"
Air Travel News: More Flights to the Caribbean,2015-08-17,article,News,,"['AIRLINES AND AIRPLANES', 'Travel and Vacations']"
Another Approach to Raising Healthy Eaters,2015-08-17,article,News,,"['Children and Childhood', 'Cooking and Cookbooks', 'Diet and Nutrition', 'Food', 'Taste', 'Vegetables']"
"Now That Target Won’t Label Toys By Gender, Some Alternatives",2015-08-17,article,News,,"['Gender', 'Parenting', 'Research', 'Toys', 'Women and Girls']"
Your Monday Briefing,2015-08-17,article,News,,[]
Coaxing Children With Selective Mutism to Find Their Voices,2015-08-17,article,News,,"['Children and Childhood', 'Mutism', 'Anxiety and Stress', 'Therapy and Rehabilitation']"
Ebola Isn’t Over Yet,2015-08-17,article,Op-Ed,,"['Ebola Virus', 'Epidemics']"
What College Students Care About,2015-08-17,article,News,,[]
"New York Today: Trump, Reporting for Duty",2015-08-17,article,News,,[]
Indonesia Locates Plane Crash Site,2015-08-17,multimedia,Video,,"['Aviation Accidents, Safety and Disasters', 'AIRLINES AND AIRPLANES']"
Today in Politics: Some Candidates Find Spoils Beyond the Fairground,2015-08-17,article,News,,['Presidential Election of 2016']
Republicans Say They Are Happier With Their Marriages,2015-08-17,article,News,,"['Marriages', 'United States Politics and Government', 'Families and Family Life']"
Morning Agenda: Merkel Pushes On With Greek Bailout,2015-08-17,article,News,,"['Banking and Financial Institutions', 'Drugs (Pharmaceuticals)', 'European Sovereign Debt Crisis (2010- )', 'GERMANY', 'Hedge Funds', 'Indexers and Indexing', 'Initial Public Offerings', 'Legislatures and Parliaments', 'Mergers, Acquisitions and Divestitures', 'Pipelines', 'Private Equity', 'Taxation']"
Iran and American Jews,2015-08-17,article,Op-Ed,,"['Nuclear Weapons', 'Jews and Judaism']"
"Hillary Clinton Seeks to Connect With Iowans, but Celebrity Gets in Way",2015-08-17,article,News,,['Presidential Election of 2016']
Pentair Agrees to Buy Erico Global for $1.8 Billion,2015-08-17,article,News,,"['Mergers, Acquisitions and Divestitures']"
Artifacts from Crimean Museums Are Held Hostage by Politics,2015-08-17,article,News,,"['Art', 'ARCHAEOLOGY AND ANTHROPOLOGY', 'Museums']"
How to Know Whether to Believe a Health Study,2015-08-17,article,News,,"['Research', 'Medicine and Health']"
Red Pandas Are Adorable and in Trouble,2015-08-17,article,News,,"['Red Pandas', 'Endangered and Extinct Species', 'Global Warming']"
Punk Staples Grow Up,2015-08-17,article,News,,[]
Bangkok Bomb Attack at Popular Shrine Kills at Least 20,2015-08-17,article,News,,"['Bombs and Explosives', 'Terrorism']"
Jeff Bezos and Amazon Employees Join Debate Over Its Culture,2015-08-17,article,News,,"['Executives and Management (Theory)', 'Workplace Environment', 'Computers and the Internet']"
"For Tim Tebow, a Touchdown and the Philadelphia Eagles Fans’ Adulation",2015-08-17,article,News,,['Football']
Red Panda Giving Birth,2015-08-17,multimedia,Video,,['Pandas']
Donald Trump’s Claims on Immigration: A Reality Check,2015-08-17,article,News,,"['Foreign Workers', 'Illegal Immigration', 'Immigration and Emigration', 'Presidential Election of 2016']"
Liberty Interactive Agrees to Buy Zulily for $2.4 Billion,2015-08-17,article,News,,"['Mergers, Acquisitions and Divestitures']"
Attack in Bangkok,2015-08-17,multimedia,Interactive Feature,,[]
The Medicaid Two-Step,2015-08-17,article,News,,[]
Daily Report: Where to See the Inequality Gap Wrought by the Tech Boom,2015-08-17,article,News,,"['Computers and the Internet', 'Income Inequality']"
Alabama Governor’s Endorsement Could Bolster John Kasich,2015-08-17,article,News,,"['Endorsements', 'Presidential Election of 2016']"
The Multicolor Signals of Mucus,2015-08-17,article,Question,,"['Colds', 'Infections']"
Base Versus Base,2015-08-17,article,News,,[]
Just How Tall Can Roller Coasters Get?,2015-08-17,multimedia,Interactive Feature,,"['Travel and Vacations', 'Roller Coasters']"
Bangkok Explosion Caught on Camera,2015-08-17,multimedia,Video,,['Cameras']
Times Critics’ Guide: What to Do This Week,2015-08-17,article,News,,[]
China Dismisses Warning About Agents Operating Secretly in U.S.,2015-08-17,article,News,,"['Espionage and Intelligence Services', 'Foreign Agents Registration Act', 'Fugitives']"
Court’s Free-Speech Expansion Has Far-Reaching Consequences,2015-08-17,article,News,,"['Freedom of Speech and Expression', 'Signs and Signage', 'First Amendment (US Constitution)', 'Decisions and Verdicts']"
A Fading Tradition in Spain Gets an Unusual Boost: Shepherd School,2015-08-17,article,News,,"['Sheep', 'Agriculture and Farming']"
1890: The ‘Herald’ Offices in Europe,2015-08-17,article,News,,"['News and News Media', 'Newspapers']"
‘I Am Cait’ Episode 4 Recap: Here Come the Kardashians,2015-08-17,article,News,,"['Television', 'Transgender and Transsexuals']"
Facts & Figures: Bernie Sanders Gets an Online Upswing,2015-08-17,article,News,,"['Computers and the Internet', 'Social Media']"
China Turned to Risky Devaluation as Export Machine Stalled,2015-08-17,article,News,,"['Renminbi (Currency)', 'International Trade and World Market', 'Economic Conditions and Trends']"
Voting Underway In Sri Lankan Election,2015-08-17,multimedia,Video,,['Elections']
International Designation Is Sweet Victory for Burgundy,2015-08-17,article,News,,"['Wines', 'Historic Buildings and Sites']"
Music Can Help Recovery From Surgery,2015-08-17,article,News,,"['Anesthesia and Anesthetics', 'Music', 'Surgery and Surgeons']"
An Expat in Berlin for 36 Hours,2015-08-17,article,News,,['Travel and Vacations']
Ask Well: Washing Off the Pesticides,2015-08-17,article,News,,"['Diet and Nutrition', 'Fruit', 'Pesticides']"
John Lansing Named as New Chief of Broadcasting Board of Governors,2015-08-17,article,News,,"['News and News Media', 'Radio', 'Television']"
N.L.R.B. Rejects Northwestern Football Players’ Union Bid,2015-08-17,article,News,,"['Football (College)', 'Organized Labor', 'College Athletics']"
Naoki Inaba’s Area Maze Puzzle,2015-08-17,article,News,,['Puzzles']
"Gearing Up for Turner Prize, Art Exhibition Will Roam Scotland",2015-08-17,article,News,,"['Art', 'Turner Prize']"
Where to Eat and Shop at the Barlow in Sebastopol,2015-08-17,multimedia,Interactive Feature,,['Travel and Vacations']
Teen Choice Awards,2015-08-17,multimedia,Slideshow,,"['Awards, Decorations and Honors', 'Fashion and Apparel']"
Marijuana: Uncertain Medicine,2015-08-17,multimedia,Video,,['Medical Marijuana']
The Beatles Awaken a New Sensation,2015-08-17,article,News,,"['Music', 'Teenagers and Adolescence', 'Rock Music', 'Social Media']"
"Stay Focused on Your Own Spending, Not the Other Person’s",2015-08-17,article,News,,['Personal Finances']
Accomable: Lessons From an Inspiring Start-Up,2015-08-17,article,News,,"['Computers and the Internet', 'Disabilities', 'Hotels and Travel Lodgings', 'Travel and Vacations']"
An Instagram Walkabout in the Bronx,2015-08-17,article,News,,"['Graffiti', 'Photography', 'Blogs and Blogging (Internet)']"
Looks from the Blue Carpet at the Teen Choice Awards,2015-08-17,article,News,,"['Awards, Decorations and Honors', 'Music', 'Television', 'Movies']"
Tracy Morgan to Host ‘Saturday Night Live’ in First Performance Since Accident,2015-08-17,article,News,,['Television']
Russia Burns Dutch Flowers Amid Netherlands’ Inquiry Into Malaysia Airlines Crash,2015-08-17,article,News,,"['Flowers and Plants', 'Aviation Accidents, Safety and Disasters', 'Malaysia Airlines Flight 17', 'Defense and Military Forces', 'International Relations', 'International Trade and World Market']"
Lobbying Fight Over Iran Nuclear Deal Centers on Democrats,2015-08-17,article,News,,"['Nuclear Weapons', 'United States Politics and Government', 'Lobbying and Lobbyists']"
Live and Kicking: Soccer Games to Watch This Week,2015-08-17,article,News,,"['UEFA Champions League (Soccer)', 'Soccer']"
Donald Trump Arrives for Jury Duty,2015-08-17,multimedia,Video,,"['Presidential Election of 2016', 'Jury System']"
Stalled Train and Burning Car Create Another Bad Commute for N.J. Transit,2015-08-17,article,News,,"['Delays (Transportation)', 'Bridges and Tunnels', 'Commuting', 'Railroad Accidents and Safety']"
2015 Fantasy Football: Running Back Preview and Rankings,2015-08-17,article,News,,"['Football', 'Fantasy Sports']"
Chris Christie Assails Donald Trump’s Immigration Plan,2015-08-17,article,News,,"['Illegal Immigration', 'Immigration and Emigration', 'Presidential Election of 2016']"
Exposures Puerto Rico,2015-08-17,multimedia,Slideshow,,[]
1915: U.S. Angered by German Plots,2015-08-17,article,News,,"['Sabotage (Crime)', 'World War I (1914-18)']"
Bedtime Stories for Young Brains,2015-08-17,article,News,,"['Babies and Infants', 'Books and Literature', 'Brain', 'Children and Childhood', 'Education (K-12)', 'Language and Languages', 'Parenting', 'Reading and Writing Skills (Education)', 'Research']"
"Facing Money Gap, Hillary Clinton Slowly Warms to ‘Super PAC’ Gifts",2015-08-17,article,News,,"['Presidential Election of 2016', 'Campaign Finance', 'Political Action Committees']"
Scott Walker Is Heckled in Iowa State Fair Appearance,2015-08-17,article,News,,['Presidential Election of 2016']
A Mouthwash Rinse May Predict Throat Cancer Recurrence,2015-08-17,article,News,,"['Head and Neck Cancer', 'Human Papillomavirus (HPV)', 'Men and Boys', 'Mouthwash', 'Sexually Transmitted Diseases']"
"Paul Smith’s College Will Get $20 Million, if It Changes Its Name",2015-08-17,article,News,,"['Colleges and Universities', 'Endowments', 'Names, Organizational', 'Philanthropy']"
Communicating Through Whistling,2015-08-17,multimedia,Video,,['Language and Languages']
"David Denson, Gay Minor Leaguer, Has Power but Faces Long Odds",2015-08-17,article,News,,"['Baseball', 'Homosexuality and Bisexuality', 'Minor Leagues']"
"Sorry I’m Late Again, Boss…",2015-08-17,article,News,,"['Bridges and Tunnels', 'Commuting', 'Computers and the Internet', 'Delays (Transportation)', 'Elections, Governors', 'Railroads', 'Transit Systems']"
Hacking Case Raises Question on Securities Fraud,2015-08-17,article,News,,"['Cyberattacks and Hackers', 'Securities and Commodities Violations', 'Insider Trading']"
Batches of Root Beer Generate a Noticeable Buzz,2015-08-17,article,News,,"['ALCOHOLIC BEVERAGES', 'Food', 'Root Beer']"
Ayatollah Khamenei Says Talk of U.S. Influences in Iran Is ‘Hollow Fantasy’,2015-08-17,article,News,,"['Nuclear Weapons', 'United States International Relations']"
A Woman’s Tweed,2015-08-17,article,News,,"['Fashion and Apparel', 'Women and Girls']"
